title,link,date,price,housing,housing_category,city_area,housing_type,housing_state,living_area,land_area,price_per_meter,ad_id,lat,long
"Predaj, dvojizbový byt Košice Západ - Terasa, Kežmarská ulica",https://www.nehnutelnosti.sk/5048513/predaj-dvojizbovy-byt-kosice-zapad-terasa-kezmarska-ulica/,30.03.2023,128990,Byty,2 izbový byt,Košice II - Západ,Predaj,Pôvodný stav,40,0,3224.75,5048513,48.7143059,21.2345867
"Predaj, garsonka Košice Staré Mesto - Centrum, Baštová  - ZNÍŽENÁ CENA",https://www.nehnutelnosti.sk/5060545/predaj-garsonka-kosice-stare-mesto-centrum-bastova-znizena-cena/,30.03.2023,94880,Byty,Garsónka,Košice I - Staré Mesto,Predaj,Kompletná rekonštrukcia,23,0,4125.22,5060545,48.722374,21.2570038
3-IZBOVÝ BYT KOŠICE - NAD JAZEROM / ŽDIARSKA,https://www.nehnutelnosti.sk/5009504/3-izbovy-byt-kosice-nad-jazerom-zdiarska/,30.03.2023,153000,Byty,3 izbový byt,Košice IV - Nad jazerom,Predaj,Čiastočná rekonštrukcia,68,0,2250,5009504,48.6805085,21.2943514
2 - IZBOVÝ BYT KOŠICE - FURČA / ZUPKOVA,https://www.nehnutelnosti.sk/5026272/2-izbovy-byt-kosice-furca-zupkova/,30.03.2023,121990,Byty,2 izbový byt,Košice III - Dargovských Hrdinov,Predaj,Čiastočná rekonštrukcia,58,0,2103.28,5026272,48.7355092,21.2859528
2 - IZBOVÝ BYT KOŠICE - FURČA / ADLEROVA,https://www.nehnutelnosti.sk/4946401/2-izbovy-byt-kosice-furca-adlerova/,30.03.2023,Cenadohodou,Byty,2 izbový byt,Košice III - Dargovských Hrdinov,Predaj,Kompletná rekonštrukcia,58,0,0,4946401,48.7445085,21.2784839
1 - IZBOVÝ BYT KOŠICE - NAD JAZEROM / ŽDIARSKA,https://www.nehnutelnosti.sk/4948191/1-izbovy-byt-kosice-nad-jazerom-zdiarska/,30.03.2023,112000,Byty,1 izbový byt,Košice IV - Nad jazerom,Predaj,Kompletná rekonštrukcia,42,0,2666.67,4948191,48.6805085,21.2943514
POLYFUNKČNÁ BUDOVA - KOŠICE / JUH,https://www.nehnutelnosti.sk/5036551/polyfunkcna-budova-kosice-juh/,30.03.2023,595000,Priestory,"Kancelárie, admin. priestory",Košice IV - Juh,Predaj,Čiastočná rekonštrukcia,580,0,1025.86,5036551,48.7086384,21.2637907
1 - IZBOVÝ BYT KOŠICE - FURČA / LIDICKÉ NÁMESTIE,https://www.nehnutelnosti.sk/4935035/1-izbovy-byt-kosice-furca-lidicke-namestie/,30.03.2023,123000,Byty,1 izbový byt,Košice III - Dargovských Hrdinov,Predaj,Kompletná rekonštrukcia,42,0,2928.57,4935035,48.7403443,21.278376
1 - IZBOVÝ BYT KOŠICE - STARÉ MESTO / JESENNÁ,https://www.nehnutelnosti.sk/4956351/1-izbovy-byt-kosice-stare-mesto-jesenna/,30.03.2023,108900,Byty,1 izbový byt,Košice I - Staré Mesto,Predaj,Čiastočná rekonštrukcia,28,0,3889.29,4956351,48.7284102,21.2484701
3 - IZBOVÝ BYT KOŠICE - TERASA / ČAPAJEVOVA,https://www.nehnutelnosti.sk/5049381/3-izbovy-byt-kosice-terasa-capajevova/,30.03.2023,138000,Byty,3 izbový byt,Košice II - Západ,Predaj,Pôvodný stav,60,0,2300,5049381,48.7218783,21.2318331
GARÁŽ KOŠICE - TERASA / BARDEJOVSKÁ,https://www.nehnutelnosti.sk/4846360/garaz-kosice-terasa-bardejovska/,30.03.2023,23000,Objekty,Garáž,Košice II - Západ,Predaj,Pôvodný stav,0,0,0,4846360,48.7163857,21.2610746
3 - IZBOVÝ BYT KOŠICE - FURČA / KURSKÁ,https://www.nehnutelnosti.sk/4855971/3-izbovy-byt-kosice-furca-kurska/,30.03.2023,187000,Byty,3 izbový byt,Košice III - Dargovských Hrdinov,Predaj,Čiastočná rekonštrukcia,71,0,2633.80,4855971,48.744236,21.2771435
RODINNÝ DOM KOŠICE - RASTISLAVOVA,https://www.nehnutelnosti.sk/4689265/rodinny-dom-kosice-rastislavova/,30.03.2023,Cenadohodou,Domy,Rodinný dom,Košice IV - Juh,Predaj,Pôvodný stav,600, 2184,0,4689265,48.7092514,21.2570839
2 - IZBOVÝ BYT KOŠICE - JUH / JUŽNÁ TRIEDA,https://www.nehnutelnosti.sk/4840299/2-izbovy-byt-kosice-juh-juzna-trieda/,30.03.2023,113000,Byty,2 izbový byt,Košice IV - Juh,Predaj,Čiastočná rekonštrukcia,40,0,2825,4840299,48.6996513,21.2635202
2 - IZBOVÝ BYT KOŠICE - ŠACA / ŽELEZIARENSKA,https://www.nehnutelnosti.sk/4902463/2-izbovy-byt-kosice-saca-zeleziarenska/,30.03.2023,120000,Byty,2 izbový byt,Košice II - Šaca,Predaj,Čiastočná rekonštrukcia,54,0,2222.22,4902463,48.6370544,21.1713848
CHATA SO ZÁHRADOU KOŠICE - SEVER/ČERMEĽSKÉ PRIELOHY,https://www.nehnutelnosti.sk/4711592/chata-so-zahradou-kosice-sever-cermelske-prielohy/,30.03.2023,102990,Rekreačné domy,"Chata, drevenica, zrub",Košice I - Sever,Predaj,Pôvodný stav,67, 703,1537.16,4711592,48.7366142,21.2461834
POZEMOK - PRIEMYSELNÝ AREÁL - KOŠICE / RAMPOVÁ,https://www.nehnutelnosti.sk/4840302/pozemok-priemyselny-areal-kosice-rampova/,30.03.2023,560000,Pozemky,Komerčná zóna,Košice I - Staré Mesto,Predaj,,0, 1900,294.74,4840302,48.722374,21.2570038
GARSÓNKA KOŠICE - STARÉ MESTO / KOMENSKÉHO,https://www.nehnutelnosti.sk/4809282/garsonka-kosice-stare-mesto-komenskeho/,30.03.2023,93500,Byty,Garsónka,Košice I - Staré Mesto,Predaj,Vo výstavbe,"22,12",0,4226.94,4809282,48.722374,21.2570038
CHATA KOŠICE - SEČOVSKÁ CESTA,https://www.nehnutelnosti.sk/4666137/chata-kosice-secovska-cesta/,30.03.2023,278000,Rekreačné domy,"Chata, drevenica, zrub",Košice III - Dargovských Hrdinov,Predaj,Čiastočná rekonštrukcia,90, 400,3088.89,4666137,48.7243422,21.2852286
POZEMOK KOŠICE - PEREŠ / PEREŠSKÁ,https://www.nehnutelnosti.sk/4858597/pozemok-kosice-peres-peresska/,30.03.2023,195000,Pozemky,Záhrada,Košice II - Pereš,Predaj,,0, 1006,193.84,4858597,48.6861846,21.2202887
1 - IZBOVÝ BYT KOŠICE - TERASA / TRIEDA SNP,https://www.nehnutelnosti.sk/4857864/1-izbovy-byt-kosice-terasa-trieda-snp/,30.03.2023,109000,Byty,1 izbový byt,Košice II - Západ,Predaj,Čiastočná rekonštrukcia,33,0,3303.03,4857864,48.7143059,21.2345867
DOM NA PODNIKANIE - REŠTAURÁCIA KOŠICE / PEREŠ,https://www.nehnutelnosti.sk/4928911/dom-na-podnikanie-restauracia-kosice-peres/,30.03.2023,Cenadohodou,Domy,Iný objekt na bývanie,Košice II - Pereš,Predaj,Pôvodný stav,600,0,0,4928911,48.6861846,21.2202887
"MODERNÁ NOVOSTAVBA RODINNÉHO DOMU V MESTE – DOKONČENÁ V ŠTANDARDE, VYŠNÉ OPÁTSKE",https://www.nehnutelnosti.sk/5066720/moderna-novostavba-rodinneho-domu-v-meste-dokoncena-v-standarde-vysne-opatske/,30.03.2023,499000,Domy,Rodinný dom,Košice IV - Juh,Predaj,Novostavba,170,0,2935.29,5066720,48.700804,21.286909
"Prenájom, štvorizbový byt Košice Západ - Terasa, Bernolákova",https://www.nehnutelnosti.sk/5066707/prenajom-stvorizbovy-byt-kosice-zapad-terasa-bernolakova/,30.03.2023,750/mes.,Byty,4 izbový byt,Košice II - Západ,Prenájom,Čiastočná rekonštrukcia,70,0,10.71,5066707,48.7143059,21.2345867
"1 izbový byt po kompletnej rekonštrukcii Muškátova ul., Košice-Západ",https://www.nehnutelnosti.sk/4997956/1-izbovy-byt-po-kompletnej-rekonstrukcii-muskatova-ul-kosice-zapad/,30.03.2023,113400,Byty,1 izbový byt,Košice II - Západ,Predaj,Kompletná rekonštrukcia,34,0,3335.29,4997956,48.7126459,21.2396718
Predaj 3 izbový tehlový byt Košice I. - Sever centrum  rekonštrukcia,https://www.nehnutelnosti.sk/5066703/predaj-3-izbovy-tehlovy-byt-kosice-i-sever-centrum-rekonstrukcia/,30.03.2023,195000,Byty,3 izbový byt,Košice I - Sever,Predaj,Kompletná rekonštrukcia,62,0,3145.16,5066703,48.734129,21.248482
Predaj montovaná skladová hala 120 m2. Slovensko,https://www.nehnutelnosti.sk/5028018/predaj-montovana-skladova-hala-120-m2-slovensko/,30.03.2023,64000,Objekty,Skladový objekt,Košice I - Staré Mesto,Predaj,Pôvodný stav,114, 120,561.40,5028018,48.7217052,21.2581401
Predaj montovaná skladová hala 120 m2. Slovensko,https://www.nehnutelnosti.sk/5028024/predaj-montovana-skladova-hala-120-m2-slovensko/,30.03.2023,64000,Objekty,Iný prevádzkový objekt,Košice I - Staré Mesto,Predaj,Pôvodný stav,114, 120,561.40,5028024,48.7217052,21.2581401
"4 izbový byt Janigova ul, Košice - Sídlisko KVP",https://www.nehnutelnosti.sk/5066461/4-izbovy-byt-janigova-ul-kosice-sidlisko-kvp/,29.03.2023,179500,Byty,4 izbový byt,Košice II - Sídlisko KVP,Predaj,Čiastočná rekonštrukcia,80,0,2243.75,5066461,48.716339,21.207471
Garsonka v centre,https://www.nehnutelnosti.sk/4959484/garsonka-v-centre/,29.03.2023,99900,Byty,Garsónka,Košice I - Staré Mesto,Predaj,Kompletná rekonštrukcia,23,0,4343.48,4959484,48.723192335962,21.253437995911
Na prenájom pekný 4-izbový byt na Ťahanovciach,https://www.nehnutelnosti.sk/5066446/na-prenajom-pekny-4-izbovy-byt-na-tahanovciach/,29.03.2023,750/mes.,Byty,4 izbový byt,Košice I - Sídlisko Ťahanovce,Prenájom,Kompletná rekonštrukcia,80,0,9.38,5066446,48.7568408,21.276159
"Štýlový 3 izb. Pražský typ 71 m a 6m loggia, Jaltská ul.",https://www.nehnutelnosti.sk/5063868/stylovy-3-izb-prazsky-typ-71-m-a-6m-loggia-jaltska-ul/,29.03.2023,159000,Byty,3 izbový byt,Košice III - Dargovských Hrdinov,Predaj,Kompletná rekonštrukcia,71,0,2239.44,5063868,48.73305,21.283864
"Výnimočný priestranný, slnečný byt s krásnym výhľadom!",https://www.nehnutelnosti.sk/5066419/vynimocny-priestranny-slnecny-byt-s-krasnym-vyhladom/,29.03.2023,419000,Byty,4 izbový byt,Košice IV - Vyšné Opátske,Predaj,Novostavba,110,0,3809.09,5066419,48.7164117,21.2799977
"Na predaj 1i byt s loggiou, ul. Petzvalova - sídl. Terasa",https://www.nehnutelnosti.sk/5066391/na-predaj-1i-byt-s-loggiou-ul-petzvalova-sidl-terasa/,29.03.2023,121990,Byty,1 izbový byt,Košice II - Západ,Predaj,Kompletná rekonštrukcia,35,0,3485.43,5066391,48.697581,21.228578
"RealityKolesár predáva priestranný dom Kavečany, Na hôrke – Košice I.",https://www.nehnutelnosti.sk/4653218/realitykolesar-predava-priestranny-dom-kavecany-na-horke-kosice-i/,29.03.2023,620000,Domy,Rodinný dom,Košice I - Kavečany,Predaj,Pôvodný stav,299, 1590,2073.58,4653218,48.77019776,21.21454824
4izb. zariadený byt - 144m2 v centre s 2x garážovým státim,https://www.nehnutelnosti.sk/5066288/4izb-zariadeny-byt-144m2-v-centre-s-2x-garazovym-statim/,29.03.2023,1300/mes.,Byty,4 izbový byt,Košice I - Staré Mesto,Prenájom,Kompletná rekonštrukcia,144,0,9.03,5066288,48.72198,21.262281
"Na predaj 3 izbový Pražák, Zupkova ulica, Košice",https://www.nehnutelnosti.sk/5066187/na-predaj-3-izbovy-prazak-zupkova-ulica-kosice/,29.03.2023,145000,Byty,3 izbový byt,Košice III - Dargovských Hrdinov,Predaj,Kompletná rekonštrukcia,68,0,2132.35,5066187,48.73656676,21.2869152
"4 izbový byt s dvoma terasami na Thurzovej ulici, Košice – Staré Mesto.",https://www.nehnutelnosti.sk/5066147/4-izbovy-byts-dvoma-terasami-na-thurzovej-ulici-kosice-stare-mesto/,29.03.2023,369000,Byty,4 izbový byt,Košice I - Staré Mesto,Predaj,Novostavba,100,0,3690,5066147,48.7270792,21.2652263
"DOPYT: 1,5 izbový byt Staré mesto, Terasa, KVP",https://www.nehnutelnosti.sk/5003863/dopyt-1-5-izbovy-byt-stare-mesto-terasa-kvp/,29.03.2023,InfovRK,Byty,2 izbový byt,Košice II - Západ,Kúpa,Kompletná rekonštrukcia,38,0,0,5003863,48.711935,21.226162
"1-izb byt, NOVOSTAVBA, Popradská, Terasa",https://www.nehnutelnosti.sk/5066132/1-izb-byt-novostavba-popradska-terasa/,29.03.2023,119700,Byty,1 izbový byt,Košice II - Západ,Predaj,Developerský projekt,"28,99",0,4129.01,5066132,48.722168,21.227969
"Kúpim 3 izbový byt Košice v hotovosti, cena dohodou",https://www.nehnutelnosti.sk/4496559/kupim-3-izbovy-byt-kosice-v-hotovosti-cena-dohodou/,29.03.2023,130000,Byty,3 izbový byt,Košice I - Sever,Kúpa,Pôvodný stav,0,0,0,4496559,48.7366142,21.2461834
"Kúpim 3 izbový byt Košice v hotovosti, cena dohodou",https://www.nehnutelnosti.sk/4496559/kupim-3-izbovy-byt-kosice-v-hotovosti-cena-dohodou/,29.03.2023,130000,Byty,3 izbový byt,Košice I - Sever,Kúpa,Pôvodný stav,0,0,0,4496559,48.7366142,21.2461834
"3 izbový byt s balkónom, ul. Hroncova, Košice - Sever.",https://www.nehnutelnosti.sk/5066122/3-izbovy-byt-s-balkonom-ul-hroncova-kosice-sever/,29.03.2023,168990,Byty,3 izbový byt,Košice I - Sever,Predaj,Kompletná rekonštrukcia,55,0,3072.55,5066122,48.7306662,21.240751
"Foto  v RK na vyžiadanie. pri predaji 1 izbového bytu, Jesenná, Košice",https://www.nehnutelnosti.sk/5066116/foto-v-rk-na-vyziadanie-pri-predaji-1-izboveho-bytu-jesenna-kosice/,29.03.2023,109000,Byty,1 izbový byt,Košice I - Sever,Predaj,Kompletná rekonštrukcia,28,0,3892.86,5066116,48.72784411,21.24819248
"3 IZBOVÝ BYT, ŠAFÁRIKOVA TRIEDA, KOŠICE ZÁPAD - TERASA",https://www.nehnutelnosti.sk/5066071/3-izbovy-byt-safarikova-trieda-kosice-zapad-terasa/,29.03.2023,Cenadohodou,Byty,3 izbový byt,Košice II - Západ,Predaj,Kompletná rekonštrukcia,54,0,0,5066071,48.709118,21.234303
"!!!ZNÍŽENÁ CENA!!! NA PREDAJ 3i PRAŽSKÝ BYT V CENTRE - KOŠICE, ROSNÁ",https://www.nehnutelnosti.sk/5066068/znizena-cena-na-predaj-3i-prazsky-byt-v-centre-kosice-rosna/,29.03.2023,139000,Byty,3 izbový byt,Košice IV - Juh,Predaj,Pôvodný stav,61, 67,2278.69,5066068,48.70986194,21.26443019
"Kancelárske priestory - 109 m2, Košice - centrum, ul. Roosveltova",https://www.nehnutelnosti.sk/5031346/kancelarske-priestory-109-m2-kosice-centrum-ul-roosveltova/,29.03.2023,690/mes.,Priestory,"Kancelárie, admin. priestory",Košice I - Staré Mesto,Prenájom,Čiastočná rekonštrukcia,109,0,6.33,5031346,48.7209956,21.2577477
"4 izbový byt s krásnym výhľadom, Košice - Železníky",https://www.nehnutelnosti.sk/5021072/4-izbovy-byt-s-krasnym-vyhladom-kosice-zelezniky/,29.03.2023,169500,Byty,4 izbový byt,Košice IV - Juh,Predaj,Kompletná rekonštrukcia,68,0,2492.65,5021072,48.7032955,21.25692
Priestranný 3-izbový byt Havanská ul.,https://www.nehnutelnosti.sk/5065685/priestranny-3-izbovy-byt-havanska-ul/,29.03.2023,169000,Byty,3 izbový byt,Košice I - Sídlisko Ťahanovce,Predaj,Čiastočná rekonštrukcia,80,0,2112.50,5065685,48.7596226,21.2707476
"Veľký 3 izbový byt v pôvodnom stave, Zombová ulica, KVP",https://www.nehnutelnosti.sk/5027262/velky-3-izbovy-byt-v-povodnom-stave-zombova-ulica-kvp/,29.03.2023,130000,Byty,3 izbový byt,Košice II - Sídlisko KVP,Predaj,Pôvodný stav,70,0,1857.14,5027262,48.7163637,21.2129846
REZERVOVANÉ - 1-izbový byt (po čiastočnej rekonštrukcii) s lodžiou na Terase - Považská ul.,https://www.nehnutelnosti.sk/4982042/rezervovane-1-izbovy-byt-po-ciastocnej-rekonstrukcii-s-lodziou-na-terase-povazska-ul/,29.03.2023,97000,Byty,1 izbový byt,Košice II - Západ,Predaj,Čiastočná rekonštrukcia,27,0,3592.59,4982042,48.7209956,21.2577477
"REZERVOVANÉ - 2,5-izbový byt bez balkóna na Terase – Popradská ul.",https://www.nehnutelnosti.sk/4986495/rezervovane-2-5-izbovy-byt-bez-balkona-na-terase-popradska-ul/,29.03.2023,129990,Byty,2 izbový byt,Košice II - Západ,Predaj,Čiastočná rekonštrukcia,52,0,2499.81,4986495,48.712166,21.2272503
"Zariadený jednoizbový byt, Branisková, Košice",https://www.nehnutelnosti.sk/5064872/zariadeny-jednoizbovy-byt-braniskova-kosice/,29.03.2023,510/mes.,Byty,1 izbový byt,Košice I - Staré Mesto,Prenájom,Kompletná rekonštrukcia,40,0,12.75,5064872,48.7261712,21.2437177
PEKNÝ zrekonštruovaný 3-izbový byt Postupimská ul.,https://www.nehnutelnosti.sk/5064597/pekny-zrekonstruovany-3-izbovy-byt-postupimska-ul/,29.03.2023,171000,Byty,3 izbový byt,Košice III - Dargovských Hrdinov,Predaj,Kompletná rekonštrukcia,67,0,2552.24,5064597,48.722739,21.2537
Upravený 3-izbový byt s lodžiou na Terase – Ul. Slobody,https://www.nehnutelnosti.sk/5059217/upraveny-3-izbovy-byt-s-lodziou-na-terase-ul-slobody/,29.03.2023,143210,Byty,3 izbový byt,Košice II - Západ,Predaj,Čiastočná rekonštrukcia,65,0,2203.23,5059217,48.7159723,21.2280118
"1,5-izbový byt na Inžinierskej ulici, Košice-Západ",https://www.nehnutelnosti.sk/5063861/1-5-izbovy-byt-na-inzinierskej-ulici-kosice-zapad/,29.03.2023,125000,Byty,2 izbový byt,Košice II - Západ,Predaj,Čiastočná rekonštrukcia,41,0,3048.78,5063861,48.7168449,21.2391936
"1,5 - izbový byt, 41 m2, lodžia (3.p/7), Košice Terasa Trieda SNP",https://www.nehnutelnosti.sk/5060977/1-5-izbovy-byt-41-m2-lodzia-3-p-7-kosice-terasa-trieda-snp/,29.03.2023,124900,Byty,2 izbový byt,Košice II - Západ,Predaj,Čiastočná rekonštrukcia,41,0,3046.34,5060977,48.7127673,21.2364688
TROJIZBOVÝ BYT V TICHEJ LOKALITE BLÍZKO CENTRA,https://www.nehnutelnosti.sk/5050726/trojizbovy-byt-v-tichej-lokalite-blizko-centra/,29.03.2023,710/mes.,Byty,3 izbový byt,Košice I - Sever,Prenájom,Čiastočná rekonštrukcia,69,0,10.29,5050726,48.7480086,21.2475427
"2,5 izbový byt v Le Lys d’or s parkovacím miestom, Košice-Juh",https://www.nehnutelnosti.sk/5048741/2-5-izbovy-byt-v-le-lys-dor-s-parkovacim-miestom-kosice-juh/,29.03.2023,225000,Byty,3 izbový byt,Košice IV - Juh,Predaj,Novostavba,"59,49",0,3782.15,5048741,48.7102402,21.2591387
"2 izbový byt v Le Lys d’or s parkovacím miestom, Košice-Juh",https://www.nehnutelnosti.sk/5048742/2-izbovy-byt-v-le-lys-dor-s-parkovacim-miestom-kosice-juh/,29.03.2023,225000,Byty,2 izbový byt,Košice IV - Juh,Predaj,Novostavba,"59,49",0,3782.15,5048742,48.7102402,21.2591387
"Novostavba rodinného domu, Na hore, Krásna",https://www.nehnutelnosti.sk/5047595/novostavba-rodinneho-domu-na-hore-krasna/,29.03.2023,400000,Domy,Rodinný dom,Košice IV - Krásna,Predaj,Novostavba,0, 600,4166.67,5047595,48.67690496,21.313612
"Prenájom zariadeného 2,5 izbového tehlového bytu",https://www.nehnutelnosti.sk/5047685/prenajom-zariadeneho-2-5-izboveho-tehloveho-bytu/,29.03.2023,750/mes.,Byty,3 izbový byt,Košice I - Staré Mesto,Prenájom,Kompletná rekonštrukcia,58,0,12.93,5047685,48.7301239,21.2460785
NA PRENÁJOM – Zrekonštruovaná a zariadená garsónka(1+KK) na Kuzmányho sídl.,https://www.nehnutelnosti.sk/5042691/na-prenajom-zrekonstruovana-a-zariadena-garsonka1-kk-na-kuzmanyho-sidl/,29.03.2023,490/mes.,Byty,1 izbový byt,Košice I - Staré Mesto,Prenájom,Kompletná rekonštrukcia,24,0,20.42,5042691,48.7240725,21.2460178
"Predaj - 4 izbový byt v pôvodnom stave, Ovručská ulica",https://www.nehnutelnosti.sk/5047637/predaj-4-izbovy-byt-v-povodnom-stave-ovrucska-ulica/,29.03.2023,135000,Byty,4 izbový byt,Košice III - Dargovských Hrdinov,Predaj,Pôvodný stav,77,0,1753.25,5047637,48.7380161,21.2879635
"2i BYT - POPRADSKÁ, KOŠICE - ZÁPAD",https://www.nehnutelnosti.sk/5041664/2i-byt-popradska-kosice-zapad/,29.03.2023,114900,Byty,2 izbový byt,Košice II - Západ,Predaj,Čiastočná rekonštrukcia,52,0,2209.62,5041664,48.712166,21.2272503
2-izb. byt Hlinkova ulica Košice Sever,https://www.nehnutelnosti.sk/5044014/2-izb-byt-hlinkova-ulica-kosice-sever/,29.03.2023,145000,Byty,2 izbový byt,Košice I - Sever,Predaj,Čiastočná rekonštrukcia,52,0,2788.46,5044014,48.7480086,21.2475427
"Trojizbový byt s loggiou, Novomeského, Košice",https://www.nehnutelnosti.sk/5039707/trojizbovy-byt-s-loggiou-novomeskeho-kosice/,29.03.2023,140000,Byty,3 izbový byt,Košice I - Staré Mesto,Predaj,Pôvodný stav,71,0,1971.83,5039707,48.7240725,21.2460178
"Rekonštruovaný a zariadený 1,5 izbový byt, Užhorodská ul.",https://www.nehnutelnosti.sk/5029741/rekonstruovany-a-zariadeny-1-5-izbovy-byt-uzhorodska-ul/,29.03.2023,110000,Byty,2 izbový byt,Košice IV - Juh,Predaj,Kompletná rekonštrukcia,40,0,2750,5029741,48.7014133,21.2577243
"3-izbový byt, pražský, 58 m2, lodžia, Košice Jazero Uralská",https://www.nehnutelnosti.sk/5024167/3-izbovy-byt-prazsky-58-m2-lodzia-kosice-jazero-uralska/,29.03.2023,129900,Byty,3 izbový byt,Košice IV - Nad jazerom,Predaj,Pôvodný stav,58,0,2239.66,5024167,48.6853833,21.2900378
"Zariadený jeden a pol izbový byt, Bukovecká, Košice",https://www.nehnutelnosti.sk/5038149/zariadeny-jeden-a-pol-izbovy-byt-bukovecka-kosice/,29.03.2023,Cenadohodou,Byty,2 izbový byt,Košice IV - Nad jazerom,Predaj,Kompletná rekonštrukcia,40,0,0,5038149,48.6862887,21.2806032
NA PRENÁJOM – Zrekonštruovaná a zariadená garsónka na Kuzmányho sídl.,https://www.nehnutelnosti.sk/5036646/na-prenajom-zrekonstruovana-a-zariadena-garsonka-na-kuzmanyho-sidl/,29.03.2023,490/mes.,Byty,Garsónka,Košice I - Staré Mesto,Prenájom,Kompletná rekonštrukcia,24,0,20.42,5036646,48.7240725,21.2460178
Kaviaren v obchodnom centre,https://www.nehnutelnosti.sk/4888902/kaviaren-v-obchodnom-centre/,29.03.2023,Cenadohodou,Priestory,Reštauračné priestory,Košice IV - Juh,Predaj,Kompletná rekonštrukcia,136,0,0,4888902,48.7066437,21.2438728
"2-izbový byt, 50 m2, lodžia (6.p/8), Košice KVP Jasuschova",https://www.nehnutelnosti.sk/5001184/2-izbovy-byt-50-m2-lodzia-6-p-8-kosice-kvp-jasuschova/,29.03.2023,129900,Byty,2 izbový byt,Košice II - Sídlisko KVP,Predaj,Pôvodný stav,50,0,2598,5001184,48.7137715,21.2145569
"1 izb. Palárikova, CENTRUM MESTA, loggia, VOĽNÝ",https://www.nehnutelnosti.sk/4922874/1-izb-palarikova-centrum-mesta-loggia-volny/,29.03.2023,114999,Byty,1 izbový byt,Košice IV - Juh,Predaj,Pôvodný stav,38,0,3026.29,4922874,48.7156304,21.263888
ZÁHRADA S CHATOU KAVEČANY,https://www.nehnutelnosti.sk/4895012/zahrada-s-chatou-kavecany/,29.03.2023,83000,Rekreačné domy,"Chalupa, rekreačný domček",Košice I - Kavečany,Predaj,Pôvodný stav,598,0,138.80,4895012,48.7737464,21.2077253
Luxusný zariadený 2-izb. byt Krosnianska ulica Košice,https://www.nehnutelnosti.sk/5006846/luxusny-zariadeny-2-izb-byt-krosnianska-ulica-kosice/,29.03.2023,155000,Byty,2 izbový byt,Košice III - Dargovských Hrdinov,Predaj,Kompletná rekonštrukcia,58,0,2672.41,5006846,48.7378124,21.2863736
"3i BYT - ROSNÁ, KOŠICE - JUH",https://www.nehnutelnosti.sk/5006859/3i-byt-rosna-kosice-juh/,29.03.2023,170000,Byty,3 izbový byt,Košice IV - Juh,Predaj,Čiastočná rekonštrukcia,55,0,3090.91,5006859,48.7110226,21.2644379
Zrekonštruovaný 3-izbový byt so zariadením - na Severe (pri TUKE),https://www.nehnutelnosti.sk/5023034/zrekonstruovany-3-izbovy-byt-so-zariadenim-na-severe-pri-tuke/,29.03.2023,199000,Byty,3 izbový byt,Košice I - Sever,Predaj,Kompletná rekonštrukcia,67,0,2970.15,5023034,48.7306662,21.240751
"2-izb.tehl.byt s balkónom, Rastislavova ul(Štúrova), KE-časť Juh",https://www.nehnutelnosti.sk/4992887/2-izb-tehl-byt-s-balkonom-rastislavova-ulsturova-ke-cast-juh/,29.03.2023,147000,Byty,2 izbový byt,Košice IV - Juh,Predaj,Čiastočná rekonštrukcia,52,0,2826.92,4992887,48.71494835,21.25377893
"Trojizbový byt, Trieda SNP, Košice",https://www.nehnutelnosti.sk/4995701/trojizbovy-byt-trieda-snp-kosice/,29.03.2023,131500,Byty,3 izbový byt,Košice II - Západ,Predaj,Pôvodný stav,54,0,2435.19,4995701,48.7127673,21.2364688
"Trojizbový byt, Hroncova, Košice",https://www.nehnutelnosti.sk/4995702/trojizbovy-byt-hroncova-kosice/,29.03.2023,160000,Byty,3 izbový byt,Košice I - Sever,Predaj,Čiastočná rekonštrukcia,69,0,2318.84,4995702,48.7306662,21.240751
"1i BYT S LOGGIOU PRI AUPARKU - PALÁRIKOVA, KOŠICE-JUH",https://www.nehnutelnosti.sk/4995142/1i-byt-s-loggiou-pri-auparku-palarikova-kosice-juh/,29.03.2023,117900,Byty,1 izbový byt,Košice IV - Juh,Predaj,Pôvodný stav,36,0,3275,4995142,48.7162629,21.2640692
"4-izb.tehl.byt s balkónom, s výťahom, 78m2, Národná trieda, KE-Sever",https://www.nehnutelnosti.sk/4989900/4-izb-tehl-byt-s-balkonom-s-vytahom-78m2-narodna-trieda-ke-sever/,29.03.2023,181000,Byty,4 izbový byt,Košice I - Sever,Predaj,Čiastočná rekonštrukcia,78,0,2320.51,4989900,48.7374704,21.2526338
"Novo-rekonštruovaný 1 izbový tehlový byt, Bencúrova ul.",https://www.nehnutelnosti.sk/4992672/novo-rekonstruovany-1-izbovy-tehlovy-byt-bencurova-ul/,29.03.2023,115000,Byty,1 izbový byt,Košice I - Staré Mesto,Predaj,Kompletná rekonštrukcia,50,0,2300,4992672,48.7281956,21.2652292
"3-izb.byt s 6m logiou, pražský typ, Važecká ul, KE-Nad Jazerom",https://www.nehnutelnosti.sk/4968409/3-izb-byt-s-6m-logiou-prazsky-typ-vazecka-ul-ke-nad-jazerom/,29.03.2023,133000,Byty,3 izbový byt,Košice IV - Nad jazerom,Predaj,Čiastočná rekonštrukcia,68,0,1955.88,4968409,48.67717105,21.29956164
